UserId,Skills,YearsOfExperience,EnglishLevel,UsersPosition
650142,"android, sql, sql server, scrum, javascript, python, zend framework, uml, wcf, postgresql, node.js, mongodb, visual studio, ionic framework, oracle db, django, elasticsearch, flask, c#, django rest, development of technology for education, requirements analysis, php, java, jquery",9,0,Developer 
651730,"sql, python, c, c++, data analysis, r programming, hadoop, statistics, matlab, scikit-learn, numpy, pandas",8,0,Data Scientist and Electrical Engineer
624508,"android, sql, javascript, bootstrap, mongodb, oop, react.js, oracle db, rest api, xamarin, my sql, sqlite, c#, git",16,0,Software engineer
672418,"postgresql, active directory, windows server, itil, apache, dhcp, firewall, network security, samba, xen, virtualization, zabbix, portuguese, ospf, eigrp, vrrp, vpn, vlan, ipsec, postfix, zimbra, troubleshooting, ftp, microsoft certified professional, network administration, qos",11,0,Senior Network Administrator
681528,"html5, social media coordinator, access, adobe suite, microsoft offices packages",3,2,Beginner/Learner
653217,"android, javascript, unity, c++, delphi, opengl, vtk, java",9,0,"First do it right, then do it FAST."
647480,"microsoft office, autocad, english, italian, spanish, project 2013, arcgis",6,0,+58 2446354651
645530,"spring, bootstrap, mongodb, less / sass, apache, grails, jenkins, devops, 3d studio max html5, front end, computer engineer, redis, usability testing, archlinux, nosql, rspec, cucumber, sdlc audit, telecommunication, bemcss, 3d builder, jquery, aws",7,0,Full Stack Web Developer
653473,"sql, sql server, scrum, javascript, pl/sql, visual basic, asp, oracle db, ASP.Net MVC, business intelligence, abap, ASP.Net Core, jquery ui, asp.net ajax control toolkit, kendo (telerik), hana sqlscript, jquery, .net",16,3,SAP Hana | UI5 | Abap Consultant
663657,"javascript, html5, node.js, bash script, react.js",1,3,Full stack Developer / Devops Engineer
634760,"ansible, mysql, linux servers administration, jenkins - basic, System Administration, aws, terraform, systems linux administration, system security, backup and recovery",14,0,DEVOPS LINUX
663168,"javascript, css3, react.js, vue.js",2,0,Frontend developer 
664725,"sql, sql server, scrum, javascript, python, html5, json, web development, mongodb, xml, asp, subversion, react.js, kanban, django, front end, redux, ajax, linux, graphql, php, jquery, git",8,4,Full Stack Developer
638354,"javascript, zend framework, html5, json, web development, css3, xml, lamp, web services, software development, ux, my sql, front end, symphony, web applications, ajax, technical architect, php, jquery",14,3,Php developer with 12+ years of experience
670159,"wcf, delphi, node.js, digital, jenkins, prototype, 3d studio max html5, front end, ariba cloud integration, webpack, telecommunication, android api, redux, archimate, cooperative",19,0,Full-Stack Engineer = ( Back-End +  Front-End)
680053,"javascript, html5, css3, wpf, web api, rest api, vue.js, c#, angular, .net",5,4,C# .NET  Developer
667001,"sql server, windows forms, scrum, javascript, bootstrap, excel, wamp, ionic framework, web api, microsoft visual studio, iis, rest api, microsoft word, my sql, object orientation, microsoft excel, c#, refactoring, php, .net, asp.net mvc",9,0,Analyst Software Developer
677684,"ruby on rails, javascript, python, html5, postgresql, node.js, mongodb, less / sass, docker, ansible, vagrant, bash script, jenkins, devops, react.js, virtualization, rest api, vue.js, microservices, front end, api, flask, nosql, webpack, continuos deployment, highcharts, release management, redux, saas, integration test, kubernetes, backend development, database acces, training & mentoring, ci/cd automation, angular, php, aws, terraform",2,3,Software Engineer
675430,"sql server, javascript, html, entity framework, c#, angular, .net",10,3,ASP.Net - Angular  -Full Stack Developer
672916,"javascript, spring, scala, software development, agile, clojure, databases, microservices, go lang, rabbit mq, lua, kotlin, nosql databases, reactivex (rxjava, rxphp, rxswift), reactor, c#, test-driven development (tdd), backend development, corona sdk, ci/cd automation, java, git, aws, .net",9,3,Backend Software Engineer
646254,"scrum, javascript, html5, bootstrap, css3, windows, seo, less, jquery mobile, github, sass, software development, ux, responsive web design, agile methodologies, program management, linux, photoshop, jquery, git",7,0,Frontend developer
671174,"sql, javascript, python, english, html5, postgresql, swift, web development, css3, node.js, mongodb, design patterns, github, docker, jira, react.js, npm, rest api, django, my sql, go lang, elasticsearch, api, startups, webpack, algorithms, es6, cryptography and network security, project management, ci/cd automation, angular, php, jquery, git, aws",6,2,Senior Software Engineer Blockchain - JavaScript
650445,"sql, python, windows, docker, jenkins, vmware, san, storage, cloud computing, puppet, linux, java, git, aws",9,2,Storage Specialist
655706,"sql, ruby on rails, javascript, laravel, uml, css, codeigniter, delphi, xml, less, sass, go lang, express.js, magento, regular expressions, moodle development, angular, php, java, ruby",4,0,Back-end Developer
669993,cisco certified networking associate,10,0,customer service associate and legal manager
673808,"wcf, xml, jira, subversion (tortoisesvn), ASP.Net MVC, algorithms, ado.net, saas, http, .net",12,0,Senior Software Engineer
667096,"laravel, microsoft office, html5, bash script, ux, mariadb, computer network, powershell, cisco technologies, linux, customer service, php, java",13,0,"Programmer, IT Professional"
635832,"sql, python, uml, bootstrap, web development, github, docker, data analysis, linux sysadmin, composer and npm, software architecture, amazon web services, artificial intelligence, cloud computing, machine learning, rds, scikit-learn, pandas, ec2, tensorflow, java",3,0,PHP DEVELOPER
653823,"delphi, spring boot, spring data, spring cloud, angular, java",9,0,Full-stack developer
645205,"azure, sql server, javascript, html5, bootstrap, node.js, devops, my sql, knockoutjs, kendo, ASP.Net Core, angular, php, .net",10,4,Full Stack Developer
662645,"pl/sql, team leadership, communication, user acceptance testing, production support, deploy, technical support, team player, database modeling, implementation, tsql, project coordination, training & mentoring, sla compliance",11,3,An experienced IT professional
643019,"tdd, sql server, scrum, javascript, mvc, wcf, html5, css3, wpf, node.js, xml, visual studio, agile, docker, web api, devops, web forms, ui, npm, soa, rest api, microservices, ASP.Net MVC, redis, powershell, application security, entity framework, c#, quartz, ASP.Net Core, unit testing, ajax, angular, jquery, git, .net, asp.net mvc",5,3,Software Engineer
670669,"spring boot, java",5,0,Fullstack developer
650337,"spring, hibernate, node.js, maven, angular, java",9,3,Full-Stack Developer  | Java Developer
649563,"wordpress, english, acrobat, excel, facebook ads, social media, google analytics, marketing, adobe illustrator, adobe indesign, ux, portuguese, ilustrator, google adwords, spanish, facebook marketing, advertising, powerpoint, corel draw, photoshop",15,0,I’m an advertising professional
648895,"tdd, sql, scrum, javascript, spring, html5, bootstrap, json, css3, node.js, materialize, mongodb, design patterns, bitbucket, junit, maven, docker, jira, jenkins, react.js, gulp, oracle db, agile methodologies, scss, microservices, confluence, mockito, karma, material ui, redux, sonarqube, material design, jasmine framework, ecmascript, oriented object, liquibase, linux, angular, java, git, mobx, jest",5,3,Full Stack Developer
668912,"sql server, iis, oracle db, e-commerce, itil foundation certified, sox, customer support, software configuration management, customer management, customer oriented, customer experience, customer success, technical support, incident management, flexbox, software installation, people management, customer relationship, customer service",10,3,Product Support Engineer
666861,"elixir, sql, ruby on rails, javascript, python, docker, redis, nosql, machine learning, kubernetes, aws, google cloud",4,0,Back-end Engineer
680639,"javascript, html5, css3, sharepoint, itil foundation certified, drupal, salesforce.com",12,4,Application Developer
677606,"wordpress, laravel, bootstrap, codeigniter, mongodb, ionic framework, 3d studio max html5, microsoft powerpoint, e-commerce, microsoft outlook, firebase, webpack, ipython, angular, jquery",6,3,Software Developer
664343,"sql, sql server, html5, postgresql, jsf, less, spring mvc, my sql, saiku, kettle, front end, liferay, artificial intelligence, bi, etl, pentaho, c#, pentaho data integration, neural networks, jsp and servlets, backend development, java, jquery, .net",9,3, Full Stack Developer
659641,"python, c++, dreamweaver, visual basic, software configuration management, network administration, ajax, php, java",12,0,Computer Engeneer
641365,"sql, javascript, english, html5, bootstrap, css3, node.js, ux, sketch, my sql, typescript, firebase, startups, ionic2, angular",3,3,Web Developer
662927,"azure, sql, sql server, javascript, c++, postgresql, node.js, docker, devops, typescript, entity framework, c#, ASP.Net Core, sequelize, kubernetes, angular, aws, google cloud, nestjs, asp.net webforms",6,3,Software Engineer
643751,"scrum, swift, ios, objective-c, agile methodologies, ios native framework, ios design patterns",8,3,iOS Developer
679200,"sql, javascript, spring, bootstrap, pl/sql, web services, maven, angular, java, git",6,3,Expert
661098,negotiation capability,4,0,Accounting and Finance
645897,"tdd, sql, sql server, scrum, javascript, wordpress, spring, uml, postgresql, jsf, jsp, hibernate, ejb, jpa, netbeans, pl/sql, design patterns, asp, itil, spring mvc, jboss application server, maven, subversion, oracle db, agile methodologies, game development, xsl, joomla, operating systems, jasper reports, xslt, blogging, c#, scrum, xp, lean, podcasting, test-driven development (tdd), ssrs, rup, eclipse, angular, php, java, .net",15,2,Fullstack Developer
